ligand_name,smiles,smiles_duplicate,receptor_family,receptor,receptor_subtype,bias_category,bias_pathway,reference_ligand,assay_1,assay_2,publication_title,author,doi,pmid,year,molecular_weight,logp,hba,hbd,rings,tpsa
GB88,O=C(N[C@@H](CC1CCCCC1)C(N[C@H](C(N2CCC3(CC2)C4=CC=CC=C4C=C3)=O)[C@H](C)CC)=O)C5=CC=NO5,O=C(N[C@@H](CC1CCCCC1)C(N[C@H](C(N2CCC3(CC2)C4=CC=CC=C4C=C3)=O)[C@H](C)CC)=O)C5=CC=NO5,Peptide,Proteinase-activated receptor,PAR2,ERK,ERK / Gq,2-Furoyl-LIGRLO-amide,ERK-Phosphorylation,intracellular Ca,Pathway-selective antagonism of proteinase activated receptor 2,"Suen,JY",10.1111/bph.12757,24821440,2014,546.71,4.86,5,2,5,104.54
Isoprenaline,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gq,Norepinephrine,MAPK activation,IP,Isoproterenol acts as a biased agonist of the alpha-1A-adrenoceptor that selectively activates the MAPK/ERK pathway,"Copik,AJ",10.1371/journal.pone.0115701,25606852,2015,211.26,1.13,4,4,1,72.72
Phenylephrine,OC1=CC([C@H](CNC)O)=CC=C1,OC1=CC([C@H](CNC)O)=CC=C1,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gq,Norepinephrine,ERK-Phosphorylation,intracellular Ca,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,167.21,0.64,3,3,1,52.49
Phenylephrine,OC1=CC([C@H](CNC)O)=CC=C1,OC1=CC([C@H](CNC)O)=CC=C1,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gs,Norepinephrine,ERK-Phosphorylation,cAMP,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,167.21,0.64,3,3,1,52.49
Methoxamine,COC1=CC=C(C(C(C(C)N)O)=C1)OC,COC1=CC=C(C(C(C(C)N)O)=C1)OC,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gq,Norepinephrine,ERK-Phosphorylation,intracellular Ca,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,211.26,1.08,4,2,1,64.71
Methoxamine,COC1=CC=C(C(C(C(C)N)O)=C1)OC,COC1=CC=C(C(C(C(C)N)O)=C1)OC,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gs,Norepinephrine,ERK-Phosphorylation,cAMP,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,211.26,1.08,4,2,1,64.71
Oxymetazoline,OC1=C(C(C)(C)C)C=C(C)C(CC2=NCCN2)=C1C,OC1=C(C(C)(C)C)C=C(C)C(CC2=NCCN2)=C1C,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gq,Norepinephrine,ERK-Phosphorylation,intracellular Ca,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,260.38,2.85,3,2,2,44.62
Oxymetazoline,OC1=C(C(C)(C)C)C=C(C)C(CC2=NCCN2)=C1C,OC1=C(C(C)(C)C)C=C(C)C(CC2=NCCN2)=C1C,Aminergic,Adrenoceptor,α1A-adrenoceptor,ERK,ERK / Gs,Norepinephrine,ERK-Phosphorylation,cAMP,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,260.38,2.85,3,2,2,44.62
Propranolol,OC(CNC(C)C)COC1=CC=CC2=CC=CC=C12,OC(CNC(C)C)COC1=CC=CC2=CC=CC=C12,Aminergic,Adrenoceptor,β1-adrenoceptor,ERK,ERK / Gs,Isoprenaline,ERK-Phosphorylation,cAMP,Conformational rearrangements and signaling cascades involved in ligand-biased mitogen-activated protein kinase signaling through the beta1-adrenergic receptor,"Galandrin,S",10.1124/mol.107.043893,18403719,2008,259.35,2.58,3,2,2,41.49
Landiolol,CC(OC1)(C)O[C@@H]1COC(CCC2=CC=C(C=C2)OC[C@H](CNCCNC(N3CCOCC3)=O)O)=O,CC(OC1)(C)O[C@@H]1COC(CCC2=CC=C(C=C2)OC[C@H](CNCCNC(N3CCOCC3)=O)O)=O,Aminergic,Adrenoceptor,β1-adrenoceptor,ERK,ERK / Gs,Isoprenaline,ERK-Phosphorylation,cAMP,"Comparison of the Beta-Adrenergic Receptor Antagonists Landiolol and Esmolol: Receptor Selectivity, Partial Agonism, and Pharmacochaperoning Actions","Nasrollahi-Shirazi,S",10.1124/jpet.116.232884,27451411,2016,509.6,0.69,9,3,3,127.82
Esmolol,COC(CCC1=CC=C(C=C1)OCC(CNC(C)C)O)=O,COC(CCC1=CC=C(C=C1)OCC(CNC(C)C)O)=O,Aminergic,Adrenoceptor,β1-adrenoceptor,ERK,ERK / Gs,Isoprenaline,ERK-Phosphorylation,cAMP,"Comparison of the Beta-Adrenergic Receptor Antagonists Landiolol and Esmolol: Receptor Selectivity, Partial Agonism, and Pharmacochaperoning Actions","Nasrollahi-Shirazi,S",10.1124/jpet.116.232884,27451411,2016,295.38,1.53,5,2,1,67.79
Propranolol,OC(CNC(C)C)COC1=CC=CC2=CC=CC=C12,OC(CNC(C)C)COC1=CC=CC2=CC=CC=C12,Aminergic,Adrenoceptor,β2-adrenoceptor,ERK,ERK / Gs,Isoprenaline,ERK-Phosphorylation,cAMP,Beta-Arrestin-mediated activation of MAPK by inverse agonists reveals distinct active conformations for G protein-coupled receptors,"Azzi,M",10.1073/pnas.1936664100,13679574,2003,259.35,2.58,3,2,2,41.49
3-Iodothyronamine,IC1=CC(OC2=CC=C(CCN)C=C2)=CC=C1O,IC1=CC(OC2=CC=C(CCN)C=C2)=CC=C1O,Aminergic,5-Hydroxytryptamine receptor,5HT1B receptor,G protein selectivity,Gi / Gβy,5-hydroxytrypatmine,cAMP,Other,The Trace Amine-Associated Receptor 1 Agonist 3-Iodothyronamine Induces Biased Signaling at the Serotonin 1b Receptor,"Bräuning,J",10.3389/fphar.2018.00222,29593543,2018,355.18,3.29,3,2,2,55.48
"SI-[(Sar1,Ile8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@H](C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C(O)=O)[C@@H](C)CC)=O)=O)=O)[C@@H](C)CC)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@H](C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C(O)=O)[C@@H](C)CC)=O)=O)=O)[C@@H](C)CC)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,968.17,-0.88,12,13,3,355.05
"SI-[(Sar1,Ile8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@H](C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C(O)=O)[C@@H](C)CC)=O)=O)=O)[C@@H](C)CC)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@H](C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C(O)=O)[C@@H](C)CC)=O)=O)=O)[C@@H](C)CC)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,968.17,-0.88,12,13,3,355.05
"SII-[(Sar1,Ile4,Ile8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N(C(C4=CC=CC=C4)=O)[C@@H](CC5=CC=CC=C5)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N(C(C4=CC=CC=C4)=O)[C@@H](CC5=CC=CC=C5)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,1092.27,0.48,13,12,5,363.33
"SII-[(Sar1,Ile4,Ile8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N(C(C4=CC=CC=C4)=O)[C@@H](CC5=CC=CC=C5)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N(C(C4=CC=CC=C4)=O)[C@@H](CC5=CC=CC=C5)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,1092.27,0.48,13,12,5,363.33
"SBpA-[(Sar1,Bpa8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,1093.25,0.6,13,13,5,380.32
"SBpA-[(Sar1,Bpa8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,1093.25,0.6,13,13,5,380.32
"SBpA-[(Sar1,Bpa8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](C[C@H](C3)[C@@H](CC4=CC=C(C(C5=CC=CC=C5)=O)C=C4)C(O)=O)C(O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,1093.25,0.6,13,13,5,380.32
"SVdF-[(Sar1,Val5,D-Phe8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-1.08,12,13,4,355.05
"SVdF-[(Sar1,Val5,D-Phe8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-1.08,12,13,4,355.05
"SVdF-[(Sar1,Val5,D-Phe8)-AngII]",OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NC(CNC)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-1.08,12,13,4,355.05
DVG,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CN=CN2)C(N3[C@@H](CCC3)C=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NN(C)CC(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CN=CN2)C(N3[C@@H](CCC3)C=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NN(C)CC(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-0.78,13,12,4,346.26
DVG,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CN=CN2)C(N3[C@@H](CCC3)C=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NN(C)CC(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)C=C1,OC1=CC=C(C[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC2=CN=CN2)C(N3[C@@H](CCC3)C=O)=O)=O)=O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=N)NN(C)CC(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)C=C1,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-0.78,13,12,4,346.26
TRV,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,926.09,-1.91,12,13,3,355.05
TRV,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,926.09,-1.91,12,13,3,355.05
Ang(1-7),O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,899.02,-1.83,12,13,3,377.24
Ang(1-7),O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,899.02,-1.83,12,13,3,377.24
Ang(1-7),O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(O)=O)=O)=O)=O)=O)=O)[C@H](CC(O)=O)N,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,899.02,-1.83,12,13,3,377.24
[Val4]AngIII,O=C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)[C@H](CCCNC(N)=N)N,O=C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)[C@H](CCCNC(N)=N)N,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,917.08,-0.45,11,12,4,339.94
[Val5]Sarmesin,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,988.16,-1.08,12,13,4,355.05
AngIII,O=C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)[C@H](CCCNC(N)=N)N,O=C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O)=O)=O)=O)[C@H](CCCNC(N)=N)N,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gi,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,931.11,-0.06,11,12,4,339.94
Saralasin,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,Gi / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,912.06,-2.3,12,13,3,355.05
Saralasin,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,O=C(N[C@@H](CCCNC(N)=N)C(N[C@@H](C(C)C)C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@@H](C(C)C)C(N[C@@H](CC2=CNC=N2)C(N3[C@@H](CCC3)C(N[C@@H](C)C(O)=O)=O)=O)=O)=O)=O)=O)CNC,Peptide,Angiotensin receptor,AT1 receptor,G protein selectivity,G12 / Gq,Angiotensin 2,BRET,BRET,Functional selectivity profiling of the angiotensin II type 1 receptor using pathway-wide BRET signaling sensors,"Namkung,Y",10.1126/scisignal.aat1631,30514808,2018,912.06,-2.3,12,13,3,355.05
